sample,beta_sigma,estK,method,MCC,ARI,TPR,FPR
Normal_5_equil_FALSE_pn_150_seed_49,1/n,5,PPI_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/n,7,PPM,0.586206896551724,0.569298795578288,0.6,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,1/n,7,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/n,7,PPI,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/n,7,PPI_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,4/n,3,PPM,0.660834988053746,0.642400648706307,0.75,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,4/n,3,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_49,4/n,3,PPI,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,4/n,3,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,9,PPM,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,9,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,9,PPI,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/2n,9,PPI_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/n,11,PPM,0.586206896551724,0.569298795578288,0.6,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,1/n,11,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/n,11,PPI,0.782348365830236,0.742646991627708,0.625,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,1/n,11,PPI_window5,0.782348365830236,0.742646991627708,0.625,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,2/n,9,PPM,0.379310344827586,0.362798218115823,0.4,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,2/n,9,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_49,2/n,9,PPI,0.839305366083731,0.814549858156824,0.714285714285714,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,2/n,9,PPI_window5,0.909717652294684,0.899112502669763,0.833333333333333,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,2/n,11,PPM,0.660834988053746,0.642400648706307,0.75,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,2/n,11,PPM_window5,0.89135882109575,0.879178450469931,1,0
Normal_5_equil_FALSE_pn_150_seed_49,2/n,11,PPI,0.839305366083731,0.814549858156824,0.714285714285714,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,2/n,11,PPI_window5,0.839305366083731,0.814549858156824,0.714285714285714,0.0137931034482759
Normal_5_equil_FALSE_pn_150_seed_49,1/n,9,PPM,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,1/n,9,PPM_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/n,9,PPI,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,1/n,9,PPI_window5,1,1,1,0
Normal_5_equil_FALSE_pn_150_seed_49,2/n,7,PPM,0.530668630505232,0.509104459299181,0.5,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,2/n,7,PPM_window5,0.793103448275862,0.78169938953968,0.8,0.00689655172413793
Normal_5_equil_FALSE_pn_150_seed_49,2/n,7,PPI,0.782348365830236,0.742646991627708,0.625,0.0206896551724138
Normal_5_equil_FALSE_pn_150_seed_49,2/n,7,PPI_window5,0.782348365830236,0.742646991627708,0.625,0.0206896551724138
